;레인보우 아일랜드 2020;31;경기도 가평군 가평읍 자라섬로 60;;127.5210475885;37.8208928790;;http://tong.visitkorea.or.kr/cms/resource/56/2493556_image2_1.jpg;Y;20200926;20200927;0;0;0;fe
;마노르블랑 동백꽃축제 2019;39;제주특별자치도 서귀포시 안덕면 일주서로2100번길 46;;126.2949957149;33.2548510403;;http://tong.visitkorea.or.kr/cms/resource/32/2638732_image2_1.jpg;Y;20191201;20200229;0;0;0;fe
;마노르블랑 유럽수국축제 2020;39;제주특별자치도 서귀포시 안덕면 일주서로2100번길 46;;126.2930374799;33.2580867635;;http://tong.visitkorea.or.kr/cms/resource/85/2660085_image2_1.jpg;Y;20200525;20200831;0;0;0;fe
;마켓을 여행하다 2020;1;서울특별시 중구 장충단로13길 20;;127.0076821872;37.5687878415;;http://tong.visitkorea.or.kr/cms/resource/10/2622610_image2_1.jpg;Y;20200619;20200621;0;0;0;fe
;마포나루 새우젓축제 2020;1;서울특별시 마포구 월드컵로 243-48;(성산동);126.8979117904;37.5633642833;;;Y;20201016;20201018;0;0;0;fe
;메가쇼 2020;31;경기도 고양시 일산서구 킨텍스로 217-60;(대화동);126.7461032221;37.6691714862;;http://tong.visitkorea.or.kr/cms/resource/08/2659608_image2_1.jpg;Y;20200618;20200621;0;0;0;fe
;명량대첩축제 2020;38;전라남도 해남군 문내면 관광레저로 12-36;;126.3116750901;34.5740849043;;http://tong.visitkorea.or.kr/cms/resource/50/2385250_image2_1.jpg;Y;20200911;20200913;0;0;0;fe
;명원세계차박람회 2020;1;서울특별시 강남구 영동대로 513;;127.0591874466;37.5117592813;;http://tong.visitkorea.or.kr/cms/resource/19/2651019_image2_1.JPG;Y;20200806;20200809;0;0;0;fe
;명주인형극제 2020;32;강원도 강릉시 경강로2021번길 9-1;(명주동);128.8897923899;37.7503881446;;http://tong.visitkorea.or.kr/cms/resource/20/2543720_image2_1.JPG;Y;20200805;20200809;0;0;0;fe
;목포항구축제 2020;38;전라남도 목포시 삼학로92번길 68;;126.3922741039;34.7828349612;;http://tong.visitkorea.or.kr/cms/resource/52/2590352_image2_1.jpg;Y;20201008;20201011;0;0;0;fe
;무등울림 2020;5;광주광역시 동구 의재로 222;(운림동);126.9523771168;35.1336797291;;http://tong.visitkorea.or.kr/cms/resource/39/2660239_image2_1.JPG;Y;20201016;20201018;0;0;0;fe
;무섬외나무다리축제 2020;35;경상북도 영주시 문수면 무섬로234번길 41;(문수면);128.6213025371;36.7316057476;;http://tong.visitkorea.or.kr/cms/resource/77/1685077_image2_1.jpg;Y;20201010;20201011;0;0;0;fe
;무주반딧불축제 2020;37;전라북도 무주군 무주읍 한풍루로 326-17;(설천면);127.7588883191;36.0122914188;;http://tong.visitkorea.or.kr/cms/resource/28/1929728_image2_1.jpg;Y;20200905;20200913;0;0;0;fe
;무주산골영화제 2020;37;전라북도 무주군 무주읍 당산리 무주등나무운동장;;127.6615111196;36.0026407785;;http://tong.visitkorea.or.kr/cms/resource/73/2650373_image2_1.jpg;Y;20200604;20200608;0;0;0;fe
